"","D367T01","D367T02","D367T03","D367T07","D367T08","D367T09","D367T13","D367T14","D367T15","D367T19","D367T20","D367T21","D367T25","D367T26","D367T27"
"ENSG00000278960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100095",0,2,3,2,2,2,1,0,1,2,2,5,4,7,4
"ENSG00000224192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128203",24,873,1031,23,995,922,37,789,497,22,884,968,60,955,834
"ENSG00000100099",802,819,792,896,1396,1131,1009,968,585,974,1128,947,1267,980,828
"ENSG00000100104",440,259,307,529,362,337,577,253,142,662,328,319,866,248,209
"ENSG00000100109",847,1067,1383,1077,1029,1162,949,847,572,1070,1170,1288,1547,1127,972
"ENSG00000261188",25,7,4,50,14,31,23,4,5,21,7,6,46,6,6
"ENSG00000128294",963,351,388,1115,460,450,1603,318,228,1345,336,346,2078,244,247
"ENSG00000221760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213707",23,16,14,14,16,4,16,7,6,33,22,15,37,22,5
"ENSG00000100122",10,2,0,3,0,0,12,0,0,15,1,0,94,1,2
"ENSG00000196431",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000226912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225783",1,2,3,5,8,11,4,1,1,5,4,4,5,5,4
"ENSG00000278404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206028",4,3,3,7,2,2,4,1,0,3,6,0,2,0,0
"ENSG00000277941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244625",33,37,67,62,53,57,43,37,26,55,47,50,42,33,40
"ENSG00000276991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223704",6,4,3,5,10,4,0,1,1,4,1,1,3,1,4
"ENSG00000231369",2,0,1,1,0,1,1,0,0,1,0,0,2,1,0
"ENSG00000235271",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000279440",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233521",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227838",0,0,0,0,1,0,0,2,1,0,0,0,0,1,0
"ENSG00000231495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169184",11,970,1099,11,1057,809,2,999,602,6,1383,1620,24,1172,969
"ENSG00000180957",1738,3113,3819,1997,2461,2704,1955,1831,1445,2026,3103,3687,3383,2921,2856
"ENSG00000235954",32,40,48,53,46,80,45,46,16,40,32,51,69,34,40
"ENSG00000277460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100154",512,815,678,571,696,659,563,588,333,950,1248,1188,898,784,580
"ENSG00000274342",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201209",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183765",297,214,250,364,354,392,442,227,120,450,241,273,611,176,164
"ENSG00000100209",110,283,280,178,325,315,167,242,132,184,333,317,320,373,286
"ENSG00000159873",424,1473,1755,688,913,1016,646,879,645,595,1440,1767,948,1620,1456
"ENSG00000100219",1229,2243,2312,1724,3043,2657,1872,2175,1239,2061,2984,3018,3288,2836,2276
"ENSG00000226471",14,0,4,9,2,6,6,3,2,8,1,5,6,5,5
"ENSG00000272858",0,0,1,3,2,4,1,2,1,1,0,2,3,4,1
"ENSG00000224256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183579",48,15,12,56,17,18,66,7,9,74,19,13,89,7,8
"ENSG00000235786",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177993",0,0,1,0,0,1,0,0,0,2,4,2,3,0,0
"ENSG00000100249",0,1,0,0,3,4,0,1,0,0,0,1,0,2,0
"ENSG00000183762",174,542,636,310,1033,1064,196,348,362,253,456,389,226,221,202
"ENSG00000226772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186998",3,1,3,7,11,4,2,0,1,0,3,1,4,2,3
"ENSG00000100263",170,409,453,256,388,277,307,367,207,328,416,462,423,411,426
"ENSG00000237015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182944",4306,7115,8605,4726,6304,6684,4855,5123,3528,4950,7057,8173,8265,7191,6637
"ENSG00000185340",251,543,696,514,503,493,740,533,516,459,550,724,869,388,544
"ENSG00000100276",22,16,26,85,82,87,86,28,37,16,15,20,83,6,30
"ENSG00000273216",4,3,1,1,2,4,3,2,4,1,5,4,4,3,6
"ENSG00000100280",3452,5007,6041,4276,4094,4291,4623,3566,2394,4697,4650,5590,8368,4012,3887
"ENSG00000280968",0,1,3,1,0,0,0,0,2,0,0,0,1,1,0
"ENSG00000239127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285697",2,1,2,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000242156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278292",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000225465",74,67,62,60,42,50,53,45,22,50,52,59,54,41,29
"ENSG00000128250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282816",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000100285",495,332,369,307,133,138,437,206,131,445,326,308,639,273,182
"ENSG00000100296",484,534,564,560,778,671,679,478,252,666,763,712,858,529,487
"ENSG00000234208",1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
"ENSG00000184117",460,277,339,647,249,288,575,250,187,700,340,469,788,352,306
"ENSG00000186575",736,533,666,958,575,643,817,375,280,817,591,624,1348,444,442
"ENSG00000233010",0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"ENSG00000232396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100314",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ENSG00000100319",186,149,150,292,198,191,289,105,75,307,169,175,509,167,121
"ENSG00000200976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184076",1363,933,784,1583,823,926,1700,621,362,1739,803,837,2913,738,551
"ENSG00000100325",940,1096,1332,1155,1193,1127,1145,817,578,1296,1163,1345,1948,936,943
"ENSG00000100330",1378,2105,2736,2107,2851,2953,2063,2117,1444,2106,2875,3015,2574,2307,2203
"ENSG00000207455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279159",2,3,4,1,2,4,1,0,0,2,3,2,3,2,1
"ENSG00000275818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227117",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"ENSG00000227201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176635",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000226573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225971",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128342",64,64,297,68,48,52,104,55,77,48,56,114,130,121,205
"ENSG00000268812",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000099985",21,139,151,14,16,32,25,106,66,6,23,76,120,131,110
"ENSG00000279699",0,2,1,0,0,2,0,5,1,0,2,2,1,3,2
"ENSG00000239282",0,0,1,0,1,0,0,2,0,2,2,1,2,1,3
"ENSG00000248751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000099992",89,177,149,153,152,128,170,162,89,136,190,215,195,232,189
"ENSG00000099995",1685,2105,2356,2041,1877,1940,1837,1575,1008,2083,2465,2655,3735,2310,2019
"ENSG00000187860",7,45,36,16,25,25,23,42,17,8,49,67,25,60,48
"ENSG00000099999",124,105,98,195,176,177,166,122,87,145,140,177,203,156,121
"ENSG00000100003",140,7,13,251,32,48,134,2,9,117,4,12,209,7,17
"ENSG00000249590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273350",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222915",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000272689",0,0,0,0,0,2,1,0,1,0,1,0,0,0,0
"ENSG00000242114",10,12,44,30,17,16,41,11,13,38,19,48,30,8,30
"ENSG00000273428",3,1,3,0,0,1,1,0,4,1,0,5,1,2,2
"ENSG00000230137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133488",3,0,0,3,0,0,1,0,0,5,0,0,8,0,0
"ENSG00000214491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225774",39,44,66,39,47,46,58,43,31,50,67,74,2,4,0
"ENSG00000128242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100029",997,711,785,1053,715,726,1088,467,313,1171,713,762,2285,609,589
"ENSG00000223831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185339",551,1486,1079,825,2156,1851,477,1268,478,576,1818,1331,325,1563,739
"ENSG00000100036",80,713,682,272,1081,765,165,676,424,284,1109,910,234,736,612
"ENSG00000167065",291,610,625,480,746,665,426,495,316,495,746,596,445,516,418
"ENSG00000250318",11,15,18,22,26,27,25,17,12,14,18,23,12,16,17
"ENSG00000184792",189,1147,625,485,1943,1187,284,1034,380,759,1626,1034,246,793,417
"ENSG00000264661",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"ENSG00000237977",2,18,4,4,20,15,6,19,6,3,19,9,2,12,3
"ENSG00000235989",7,16,8,6,15,16,4,12,8,8,4,9,12,23,22
"ENSG00000133422",413,408,554,573,647,705,549,433,337,479,490,563,772,419,450
"ENSG00000253352",1954,2997,4221,2617,3496,4165,2140,2055,1747,2373,3133,3807,2749,2886,3093
"ENSG00000276664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000276965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269987",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269972",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000278920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000240186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183963",117,53,79,163,62,41,133,36,31,165,38,56,284,68,55
"ENSG00000273387",13,6,1,21,8,5,22,2,2,7,7,4,17,3,4
"ENSG00000198832",7,55,43,52,142,68,32,125,57,13,117,150,25,146,107
"ENSG00000235573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185133",1,28,37,3,10,6,4,13,14,3,22,39,6,62,71
"ENSG00000100078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138942",1217,1636,1930,1526,2092,1999,1588,1315,942,1762,2149,1995,2317,1564,1366
"ENSG00000254835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182541",430,8493,10674,615,8531,7814,653,5921,4347,590,8259,9306,764,6558,6259
"ENSG00000199695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202019",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000100100",609,146,369,762,531,543,677,236,273,727,425,480,632,209,303
"ENSG00000228839",2,1,3,4,2,7,1,1,3,5,5,0,4,2,0
"ENSG00000212542",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100105",185,448,467,262,356,300,222,359,248,286,518,563,311,447,425
"ENSG00000213888",9,6,1,15,10,6,9,5,1,17,3,9,7,6,4
"ENSG00000206615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185721",746,672,786,800,664,655,872,435,323,997,671,754,1608,654,544
"ENSG00000184708",529,635,786,558,509,559,615,373,343,647,582,741,907,612,622
"ENSG00000240591",2,1,1,4,6,6,1,4,4,2,2,3,5,3,3
"ENSG00000199248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198089",273,370,532,484,402,442,455,312,308,402,391,555,439,379,454
"ENSG00000233733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214093",0,0,0,0,0,0,0,0,1,0,0,2,0,1,0
"ENSG00000241878",1150,1053,1267,1597,1685,1373,1390,973,697,1792,1344,1236,2066,901,874
"ENSG00000284082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183530",1259,1723,2298,1489,1669,1614,1511,1187,1021,1460,1689,2178,2211,1788,1755
"ENSG00000100150",312,313,341,405,350,400,407,228,174,467,312,320,675,236,258
"ENSG00000285404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242251",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000236132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128254",0,2,2,0,1,2,6,2,0,2,5,3,2,10,8
"ENSG00000128245",2336,2117,2905,1903,1058,1064,2671,1129,1018,3600,2076,2558,7347,2965,2649
"ENSG00000227519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232346",1,1,0,1,0,0,22,4,4,2,0,0,0,0,1
"ENSG00000100170",0,1,0,0,0,0,0,0,1,0,0,1,0,2,0
"ENSG00000234479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239674",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000205856",0,1,3,0,19,53,0,21,54,0,5,14,3,13,22
"ENSG00000230120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128253",0,2,0,2,1,4,1,0,1,0,2,4,2,0,1
"ENSG00000254127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242082",2,0,0,1,10,3,0,1,0,2,1,0,0,1,0
"ENSG00000100191",1,1,2,4,1,1,3,0,0,0,0,2,2,0,1
"ENSG00000214076",1,0,0,14,27,35,0,4,2,4,4,3,6,3,2
"ENSG00000224050",0,0,0,1,3,4,0,0,2,0,1,2,0,0,0
"ENSG00000273325",0,0,2,0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000234626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205853",6,24,58,7,17,17,6,21,28,4,10,32,8,37,58
"ENSG00000274617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100220",1738,6875,9194,1838,4670,5334,2086,4785,3343,2226,9113,10166,3503,9218,7918
"ENSG00000184459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100225",2175,7667,8873,2765,7075,6834,2611,6002,3855,2860,8843,9716,4136,9166,7871
"ENSG00000185666",1,0,0,1,0,0,2,0,0,2,0,0,4,0,0
"ENSG00000236054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100234",3964,666,1238,8848,192,559,4726,218,215,4711,173,415,7857,229,265
"ENSG00000228194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133424",45,1,8,97,17,16,146,13,7,180,25,19,91,7,6
"ENSG00000232073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000281295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237316",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233080",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"ENSG00000273068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100281",558,556,731,579,622,706,509,478,346,690,609,811,1007,621,622
"ENSG00000273176",0,0,1,0,0,2,0,0,0,0,1,0,0,0,1
"ENSG00000100284",1480,3046,3543,2052,3693,3492,2099,3091,1737,2015,3276,3472,2874,2573,2278
"ENSG00000266320",0,2,0,1,3,8,0,0,2,0,1,4,1,3,0
"ENSG00000274280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282602",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000282041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100292",2243,2514,3111,2544,4054,2532,2601,1700,1087,2909,2722,2289,4338,2385,2458
"ENSG00000100297",1901,739,918,2489,805,884,2417,532,345,2803,837,957,4498,858,779
"ENSG00000233388",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000273044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100302",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"ENSG00000198125",0,1,2,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000268818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000221963",1438,22857,29224,2154,25766,27098,2148,16566,12716,1950,28095,29473,2197,23236,22033
"ENSG00000228587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100320",38,8,8,51,22,18,82,17,12,49,9,6,74,30,17
"ENSG00000237406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279714",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279805",1,42,37,0,84,90,1,35,34,0,32,40,4,17,37
"ENSG00000128284",131,35853,33576,118,28177,24767,169,27051,14500,131,37306,38931,247,36123,25698
"ENSG00000233764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100336",59,4832,5378,494,10815,8765,530,6082,3408,496,8421,7184,333,8270,6293
"ENSG00000128335",2238,15531,18132,2316,14012,12197,2652,10149,7214,2201,14533,15179,3765,16463,14710
"ENSG00000100342",431,12576,15572,514,13339,13120,513,8902,6292,370,12066,13324,614,15865,13467
"ENSG00000100345",18180,27557,35977,22577,27302,27413,24025,20134,14891,24959,29000,37266,39420,25702,26335
"ENSG00000278420",0,0,1,1,4,1,2,2,1,0,2,1,1,2,1
"ENSG00000223695",0,0,0,1,3,0,1,0,0,2,0,0,2,0,0
"ENSG00000237668",1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"ENSG00000252225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228719",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000100348",1496,1063,968,1882,1146,1131,1858,694,357,1977,889,1011,3278,794,691
"ENSG00000100350",385,76,88,218,39,38,236,20,11,373,29,33,459,31,16
"ENSG00000100353",2896,2402,3813,3340,2033,2473,3270,1454,1225,3470,2193,3074,6088,2010,2226
"ENSG00000188078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000166862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100360",220,79,86,320,131,140,328,91,75,306,61,72,350,84,65
"ENSG00000100362",11,0,0,7,0,0,13,0,0,32,2,0,7,0,0
"ENSG00000234979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100365",861,2295,2461,1222,1916,1603,1184,1671,836,1248,1674,1626,1797,1495,1155
"ENSG00000100368",1710,45569,49650,2988,37857,36208,3430,29308,19729,2787,39293,44762,4493,43623,36898
"ENSG00000232254",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185264",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000128311",184,256,268,408,243,268,432,178,100,406,198,247,535,218,236
"ENSG00000252412",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000128309",160,267,288,300,191,183,290,177,127,223,203,234,331,242,231
"ENSG00000100379",186,529,472,166,411,377,304,406,248,173,497,524,725,613,465
"ENSG00000201078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187045",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000231467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000100385",0,0,4,1,1,0,0,3,1,0,4,1,1,4,0
"ENSG00000235237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000133466",14,6,4,14,12,21,17,14,5,22,9,19,32,17,7
"ENSG00000278195",3,1,1,0,0,1,0,2,1,0,2,2,2,0,1
"ENSG00000226233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
